KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T001178001,T001178002,T001178003,T001178004,T001178005,T001178006,T001178007,T001178008,T001178009,T001178010,T001178011,T001178012,T001178013,T001178014,T001178015,T001178016,T001178017,T001178018,T001178019,T001178020,T001178021,T001178022,T001178023,T001178024,T001178025,T001178026,T001178027,T001178028,T001178029,T001178030,T001178031,T001178032,T001178033,T001178034,T001178035,T001178036,T001178037,T001178038,T001178039,T001178040,T001178041,T001178042,T001178043,T001178044,T001178045,T001178046,T001178047,T001178048,T001178049,T001178050,T001178051,T001178052,T001178053,T001178054,T001178055,T001178056,T001178057,T001178058,T001178059
5339771921,2,5339771922,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5339771922,1,,5339771921,37,14,23,1,0,1,1,1,0,4,2,2,4,1,3,2,0,2,0,0,0,1,0,1,4,2,2,5,1,4,4,2,2,3,1,2,1,1,0,5,2,3,3,1,2,2,1,1,1,1,0,0,0,0,1,0,1,42.8,44
5339771923,0,,,153,80,73,4,3,1,4,1,3,2,1,1,10,7,3,16,10,6,9,5,4,10,5,5,8,4,4,5,3,2,11,6,5,14,7,7,13,7,6,19,9,10,11,5,6,6,2,4,5,2,3,3,1,2,3,2,1,45.8,49
5339771924,0,,,116,54,62,3,1,2,5,3,2,5,2,3,9,6,3,4,2,2,5,2,3,3,1,2,7,3,4,14,6,8,8,4,4,2,1,1,10,4,6,8,3,5,15,8,7,9,3,6,7,4,3,1,0,1,1,1,0,46.4,46.5
5339771931,1,,5339771933,41,23,18,0,0,0,0,0,0,3,1,2,5,2,3,3,1,2,0,0,0,2,2,0,1,1,0,2,2,0,7,3,4,4,3,1,5,3,2,1,1,0,1,1,0,4,2,2,4,2,2,6,2,4,1,0,1,51.4,51
5339771932,0,,,23,13,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,2,0,2,2,0,2,2,0,1,1,0,0,0,0,3,1,2,1,1,0,3,1,2,2,1,1,3,2,1,1,0,1,0,0,0,0,0,0,49.8,53
5339771933,2,5339771931,,8,3,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5339771934,0,,,365,189,176,15,6,9,17,11,6,30,15,15,18,6,12,15,9,6,15,8,7,26,12,14,25,13,12,44,24,20,30,20,10,21,12,9,15,8,7,14,5,9,40,19,21,19,10,9,10,6,4,5,2,3,3,1,2,41.5,41.5
5339771941,0,,,230,110,120,7,1,6,4,1,3,12,8,4,19,12,7,20,6,14,18,11,7,14,7,7,17,8,9,12,5,7,22,11,11,12,8,4,10,4,6,20,7,13,11,5,6,8,5,3,12,8,4,3,0,3,3,1,2,41.7,40
5339771942,0,,,195,91,104,8,5,3,6,2,4,7,4,3,9,4,5,11,5,6,12,5,7,12,6,6,11,3,8,10,5,5,9,4,5,15,4,11,17,11,6,18,11,7,14,6,8,16,6,10,6,3,3,9,5,4,5,2,3,47.3,50
5339771943,0,,,233,122,111,14,10,4,19,11,8,8,6,2,11,4,7,12,3,9,20,10,10,19,11,8,15,9,6,29,15,14,17,8,9,12,4,8,17,8,9,16,11,5,5,3,2,11,3,8,5,5,0,1,0,1,2,1,1,38,38
5339771944,0,,,266,135,131,12,4,8,12,7,5,26,12,14,17,11,6,8,2,6,8,4,4,15,11,4,16,5,11,34,20,14,35,17,18,10,5,5,15,8,7,14,5,9,17,10,7,11,7,4,13,5,8,2,1,1,1,1,0,40.4,42.5
5339772623,0,,,23,9,14,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2,1,1,3,1,2,1,0,1,0,0,0,3,2,1,0,0,0,1,0,1,5,2,3,2,1,1,0,0,0,0,0,0,1,0,1,3,0,3,53.1,57
5339772724,2,5339772742,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5339772733,2,5339772743,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5339772734,2,5339772743,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5339772742,1,,5339772724,64,38,26,7,6,1,5,2,3,1,0,1,1,1,0,1,1,0,2,1,1,12,6,6,3,2,1,4,3,1,1,1,0,2,1,1,2,2,0,4,2,2,9,6,3,7,3,4,2,1,1,1,1,0,2,0,2,43.7,40
5339772743,1,,5339772733;5339772734,65,34,31,5,3,2,6,3,3,1,1,0,0,0,0,1,0,1,2,1,1,6,2,4,5,4,1,5,3,2,3,3,0,5,3,2,2,1,1,7,4,3,9,3,6,6,2,4,3,2,1,0,0,0,5,2,3,47.9,52
5339772744,0,,,112,53,59,6,6,0,8,3,5,3,2,1,6,4,2,11,3,8,11,6,5,2,1,1,8,4,4,3,1,2,7,4,3,10,4,6,7,5,2,7,1,6,8,5,3,2,1,1,6,1,5,3,1,2,4,1,3,41.9,41.5
5339772812,2,5339772813,,7,5,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5339772813,1,,5339772812;5339772814,37,20,17,5,3,2,4,2,2,0,0,0,4,3,1,1,1,0,0,0,0,0,0,0,2,0,2,8,6,2,8,3,5,4,4,0,2,0,2,4,2,2,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,38.3,44
5339772814,2,5339772813,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5339772821,0,,,29,12,17,2,1,1,4,0,4,2,1,1,3,2,1,0,0,0,0,0,0,0,0,0,6,3,3,6,3,3,0,0,0,4,2,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,32.7,37
5339772822,2,5339772824,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5339772823,2,5339772824,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5339772824,1,,5339772822;5339772823,48,22,26,3,1,2,0,0,0,0,0,0,2,1,1,1,0,1,1,1,0,1,1,0,1,1,0,4,0,4,2,1,1,3,1,2,4,2,2,5,3,2,4,1,3,9,4,5,9,6,3,0,0,0,3,1,2,58.2,63.5
5339772831,0,,,214,112,102,5,2,3,12,5,7,13,5,8,24,10,14,15,11,4,9,6,3,7,4,3,12,8,4,14,7,7,34,16,18,17,10,7,15,11,4,8,1,7,6,2,4,13,10,3,4,2,2,4,2,2,2,0,2,40.1,44
5339772832,0,,,204,101,103,10,4,6,12,6,6,13,7,6,8,2,6,6,5,1,6,5,1,20,6,14,16,9,7,16,11,5,12,5,7,11,5,6,13,7,6,20,8,12,21,11,10,9,5,4,7,3,4,3,1,2,1,1,0,42.9,43
5339772833,0,,,260,138,122,3,0,3,16,9,7,17,11,6,34,19,15,21,15,6,7,2,5,2,2,0,9,4,5,23,11,12,41,19,22,24,12,12,16,10,6,9,5,4,16,5,11,15,10,5,4,3,1,0,0,0,3,1,2,40,44
5339772834,0,,,181,100,81,14,7,7,7,5,2,9,7,2,6,5,1,10,5,5,6,4,2,21,12,9,17,10,7,7,2,5,8,6,2,14,5,9,12,4,8,12,8,4,17,8,9,9,5,4,4,2,2,2,2,0,2,0,2,41.4,39
5339772841,0,,,123,63,60,2,1,1,2,1,1,9,5,4,5,3,2,4,3,1,8,4,4,3,2,1,4,1,3,8,3,5,16,10,6,8,5,3,10,5,5,13,7,6,10,4,6,9,3,6,5,4,1,5,1,4,2,1,1,48.5,50
5339772842,0,,,84,39,45,1,0,1,5,3,2,4,3,1,8,2,6,6,3,3,2,1,1,5,1,4,2,0,2,9,4,5,11,5,6,4,2,2,8,5,3,4,2,2,9,5,4,4,2,2,1,1,0,0,0,0,1,0,1,42.4,45
5339772843,0,,,361,186,175,23,12,11,27,11,16,18,8,10,24,13,11,17,8,9,22,15,7,29,18,11,39,17,22,34,21,13,25,10,15,19,9,10,16,8,8,26,14,12,13,5,8,15,10,5,3,2,1,2,0,2,6,3,3,37.4,38
5339772844,0,,,549,287,262,35,17,18,28,20,8,41,14,27,29,18,11,23,13,10,40,20,20,44,24,20,55,28,27,58,39,19,44,19,25,27,14,13,24,11,13,33,13,20,36,22,14,9,5,4,8,5,3,6,2,4,9,3,6,37.9,38
5339772911,0,,,63,33,30,4,3,1,4,3,1,4,2,2,1,1,0,2,2,0,3,1,2,4,0,4,5,3,2,5,3,2,5,4,1,2,1,1,1,0,1,5,2,3,7,5,2,3,2,1,2,0,2,1,0,1,5,1,4,45.1,43
5339772912,0,,,316,151,165,31,14,17,36,14,22,10,4,6,13,6,7,9,5,4,10,5,5,20,4,16,56,32,24,30,13,17,23,16,7,16,7,9,7,3,4,10,6,4,17,7,10,12,7,5,8,5,3,4,2,2,4,1,3,36.4,37.5
5339772913,0,,,10,6,4,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,1,1,0,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,51.5,56.5
5339772914,0,,,394,203,191,22,9,13,25,16,9,18,9,9,8,4,4,23,13,10,23,10,13,32,19,13,32,13,19,37,21,16,34,16,18,24,14,10,24,16,8,21,7,14,20,11,9,22,11,11,16,7,9,7,5,2,4,0,4,41.3,41
5339772921,0,,,632,304,328,34,16,18,87,40,47,71,38,33,29,11,18,22,13,9,13,5,8,44,17,27,57,22,35,95,43,52,55,34,21,33,17,16,20,11,9,27,13,14,23,13,10,9,4,5,3,3,0,4,2,2,5,1,4,33.2,37
5339772922,0,,,353,176,177,7,3,4,15,9,6,32,19,13,33,15,18,7,5,2,12,5,7,18,6,12,31,15,16,35,14,21,43,24,19,19,13,6,12,4,8,22,9,13,28,16,12,13,8,5,9,3,6,2,2,0,7,1,6,41.3,42
5339772923,0,,,343,164,179,21,10,11,24,12,12,37,19,18,26,12,14,11,5,6,4,2,2,17,6,11,28,13,15,43,19,24,38,21,17,20,8,12,14,9,5,19,7,12,15,7,8,7,5,2,8,4,4,4,2,2,6,2,4,37.3,40
5339772924,0,,,170,95,75,7,4,3,12,9,3,13,4,9,5,1,4,8,5,3,10,7,3,8,3,5,18,11,7,28,18,10,7,4,3,9,4,5,7,5,2,8,6,2,9,3,6,6,2,4,6,5,1,2,0,2,3,1,2,39.5,40
5339772931,0,,,348,170,178,16,7,9,22,13,9,21,7,14,11,8,3,13,6,7,15,7,8,17,10,7,35,17,18,26,13,13,18,9,9,15,8,7,26,10,16,32,12,20,41,21,20,22,15,7,5,3,2,8,1,7,4,2,2,43.9,44
5339772932,0,,,374,204,170,26,15,11,16,11,5,17,11,6,23,15,8,21,14,7,18,10,8,31,16,15,31,15,16,45,25,20,34,15,19,28,16,12,16,5,11,20,13,7,26,11,15,9,4,5,5,4,1,4,0,4,1,1,0,38.5,40
5339772933,0,,,624,317,307,20,10,10,15,10,5,20,7,13,33,24,9,34,23,11,26,9,17,45,25,20,35,18,17,52,32,20,37,19,18,41,13,28,47,20,27,55,28,27,64,33,31,44,21,23,25,14,11,12,5,7,16,4,12,47.2,48
5339772934,0,,,493,248,245,30,19,11,25,12,13,31,15,16,27,13,14,21,7,14,27,10,17,32,15,17,36,23,13,52,21,31,36,20,16,29,16,13,30,15,15,35,21,14,29,11,18,23,15,8,10,5,5,7,3,4,7,2,5,40.5,41
5339772941,0,,,406,226,180,25,11,14,21,8,13,13,5,8,13,11,2,25,18,7,37,23,14,40,22,18,31,15,16,41,22,19,34,22,12,22,15,7,13,7,6,20,7,13,23,13,10,14,7,7,11,5,6,7,2,5,3,1,2,39.2,38
5339772942,0,,,234,119,115,12,3,9,5,3,2,6,3,3,9,4,5,10,4,6,9,7,2,9,4,5,10,7,3,15,7,8,20,11,9,9,6,3,12,6,6,25,15,10,12,6,6,23,13,10,22,12,10,13,4,9,13,4,9,52,56
5339772943,0,,,387,195,192,21,12,9,16,6,10,26,9,17,24,10,14,17,10,7,18,8,10,32,19,13,34,16,18,46,24,22,43,26,17,15,9,6,16,7,9,15,7,8,23,13,10,19,9,10,10,3,7,7,3,4,2,1,1,39.4,40
5339772944,0,,,607,307,300,38,17,21,39,26,13,32,17,15,23,9,14,24,12,12,26,10,16,48,23,25,70,32,38,89,55,34,48,27,21,26,13,13,12,5,7,27,14,13,31,12,19,36,18,18,16,9,7,9,5,4,10,0,10,39.8,40
5339773622,0,,,24,15,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,2,1,3,2,1,3,3,0,1,0,1,1,1,0,5,3,2,1,1,0,4,1,3,2,1,1,0,0,0,60.8,63.5
5339773623,2,5339773624,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5339773624,1,,5339773623,145,72,73,10,6,4,8,5,3,8,3,5,5,3,2,3,0,3,9,6,3,8,4,4,18,10,8,9,5,4,3,1,2,5,3,2,9,4,5,14,6,8,12,6,6,5,4,1,3,1,2,8,3,5,11,3,8,45.8,40
5339773634,0,,,11,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,1,0,1,1,0,2,1,1,0,0,0,1,0,1,3,2,1,0,0,0,67.6,66
5339773641,0,,,17,9,8,0,0,0,0,0,0,0,0,0,2,2,0,2,1,1,0,0,0,1,0,1,1,1,0,1,1,0,2,1,1,0,0,0,4,2,2,0,0,0,1,0,1,1,0,1,2,1,1,0,0,0,0,0,0,47.6,47
5339773642,0,,,53,25,28,2,1,1,2,2,0,8,2,6,0,0,0,3,1,2,3,1,2,2,1,1,5,4,1,4,2,2,4,2,2,6,3,3,1,0,1,4,2,2,3,1,2,3,2,1,2,1,1,0,0,0,1,0,1,41.2,42
5339773643,0,,,94,50,44,8,5,3,5,4,1,6,3,3,10,8,2,4,1,3,5,2,3,7,4,3,2,0,2,9,6,3,4,1,3,5,2,3,7,3,4,4,2,2,10,7,3,3,1,2,3,1,2,0,0,0,2,0,2,38.9,38.5
5339773644,0,,,90,39,51,0,0,0,2,1,1,3,1,2,4,1,3,5,2,3,3,1,2,1,1,0,3,1,2,6,3,3,7,3,4,4,3,1,7,3,4,9,5,4,10,4,6,6,4,2,9,3,6,6,2,4,5,1,4,55.2,59.5
5339773711,0,,,107,55,52,4,1,3,5,3,2,3,1,2,5,1,4,7,4,3,4,4,0,9,5,4,4,3,1,6,2,4,6,3,3,10,4,6,6,5,1,10,5,5,8,5,3,9,5,4,4,2,2,5,1,4,2,1,1,46.9,51
5339773712,0,,,69,27,42,6,1,5,2,0,2,3,1,2,3,0,3,0,0,0,2,0,2,8,4,4,8,4,4,4,2,2,3,1,2,3,1,2,4,1,3,9,5,4,4,2,2,5,3,2,0,0,0,2,1,1,3,1,2,44.4,44
5339773713,0,,,103,52,51,3,0,3,2,1,1,3,2,1,9,5,4,9,7,2,3,2,1,0,0,0,9,4,5,7,3,4,11,6,5,5,2,3,8,5,3,1,0,1,7,3,4,8,4,4,7,5,2,5,3,2,6,0,6,48.4,48
5339773714,0,,,30,16,14,1,1,0,1,1,0,2,0,2,1,1,0,0,0,0,1,0,1,1,1,0,5,3,2,3,2,1,1,0,1,1,0,1,1,1,0,4,3,1,2,0,2,3,1,2,2,1,1,1,1,0,0,0,0,47.7,46
5339773721,0,,,64,37,27,3,2,1,6,3,3,3,3,0,0,0,0,0,0,0,2,1,1,3,2,1,7,3,4,5,3,2,4,3,1,2,2,0,3,1,2,3,2,1,12,5,7,4,2,2,3,3,0,0,0,0,4,2,2,47.8,47.5
5339773722,0,,,52,24,28,3,0,3,4,4,0,6,2,4,2,0,2,3,3,0,2,0,2,5,3,2,4,1,3,4,1,3,6,3,3,3,2,1,0,0,0,2,1,1,0,0,0,3,1,2,4,3,1,0,0,0,1,0,1,37.1,35.5
5339773723,0,,,40,23,17,2,2,0,2,1,1,2,2,0,3,3,0,4,4,0,0,0,0,0,0,0,6,3,3,2,1,1,3,0,3,1,1,0,0,0,0,6,4,2,4,2,2,0,0,0,2,0,2,0,0,0,3,0,3,44.1,42
5339773724,0,,,82,38,44,4,3,1,6,3,3,8,5,3,5,2,3,4,1,3,4,1,3,3,1,2,4,2,2,6,3,3,10,3,7,5,3,2,5,4,1,2,0,2,8,4,4,4,1,3,3,1,2,1,1,0,0,0,0,39.1,40.5
5339773731,0,,,103,51,52,1,0,1,4,4,0,7,2,5,4,3,1,6,3,3,5,2,3,4,2,2,4,2,2,10,7,3,7,4,3,2,0,2,10,3,7,8,4,4,9,4,5,10,5,5,5,3,2,2,1,1,5,2,3,48.5,49
5339773732,1,,5339773734,39,21,18,5,4,1,1,0,1,2,2,0,1,1,0,1,0,1,3,2,1,3,2,1,3,2,1,4,2,2,0,0,0,3,1,2,0,0,0,7,4,3,7,4,3,3,1,2,5,2,3,1,0,1,0,0,0,46.7,53
5339773733,0,,,69,33,36,5,1,4,6,5,1,0,0,0,1,1,0,2,1,1,2,1,1,7,4,3,5,3,2,4,1,3,3,2,1,2,1,1,5,2,3,10,4,6,6,5,1,4,1,3,0,0,0,0,0,0,7,1,6,46.7,49
5339773734,2,5339773732,,10,6,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5339773741,0,,,107,58,49,7,3,4,6,5,1,13,6,7,8,4,4,5,3,2,5,4,1,6,3,3,10,5,5,13,6,7,5,3,2,6,3,3,6,3,3,6,5,1,5,1,4,5,3,2,0,0,0,0,0,0,1,1,0,35.4,36
